Wavelength,musp,muaoxy,muadeoxy,muawater,muafat,muamel
300,236.19358024691363,353.2701017558214,345.0664730058984,0.0067,0.0001,3721.589226966895
301,233.34379361471153,345.8697003639196,336.65935999194335,0.0065992,0.0001,3680.575948199926
302,230.5400511409817,338.4692989720178,328.25224697798836,0.0064984000000000005,0.0001,3640.1484411514434
303,227.7814515247226,335.10645376643583,321.63365354789386,0.0063976,0.0001,3600.2964412564397
304,225.0671140575483,331.74360856085383,315.01506011779935,0.0062968,0.0001,3561.009896863227
305,222.39617808697938,332.81457837154875,309.8744050264638,0.006196,0.0001,3522.2789641360955
306,219.7678024954287,333.88554818224367,304.7337499351283,0.0060952,0.0001,3484.094002096207
307,217.181165194375,335.23497014371924,306.6400761981652,0.0059944,0.0001,3446.445567796528
308,214.6354626332328,336.58439210519475,308.54640246120215,0.0058936,0.0001,3409.3244116267747
309,212.12990932244554,337.9123946704564,312.65892653427056,0.0057928,0.0001,3372.721472744439
310,209.66373737034675,339.2403972357181,316.771450607339,0.005692,0.0001,3336.6278746281355
311,207.2361960333474,346.2552494957697,325.0500472440106,0.0055912,0.0001,3301.0349207495933
312,204.84655127902548,353.2701017558214,333.32864388068225,0.0054904,0.0001,3265.934090360778
313,202.4940853617078,361.4201820152096,341.61795021546084,0.0053896,0.0001,3231.3170343927045
314,200.17809641014762,369.57026227459784,349.90725655023937,0.0052888,0.0001,3197.1755714626543
315,197.89789802691698,378.6413765711837,357.8538525455956,0.005188,0.0001,3163.501683986583
316,195.65281889914428,387.71249086776953,365.8004485409518,0.0050872,0.0001,3130.2875143936294
317,193.44220242024153,396.0981844855106,373.55426997038285,0.0049864,0.0001,3097.525361439737
318,191.2654063222774,404.48387810325175,381.308091399814,0.0048856,0.0001,3065.20767661748
319,189.1218023186638,413.0944753812388,390.143592338047,0.0047848,0.0001,3033.3270606593
320,187.01077575683593,421.70507265922583,398.97909327627997,0.004684,0.0001,3001.8762601314315
321,184.93172528061547,431.0867682009132,409.0890482892398,0.0045832,0.0001,2970.848164115904
322,182.88406250195854,440.4684637426006,419.19900330219974,0.004482399999999999,0.0001,2940.235800978056
323,180.8672116817984,450.4177732839562,429.30895831515966,0.004381599999999999,0.0001,2910.032335217119
324,178.88060941970465,460.36708282531185,439.4189133281196,0.0042807999999999995,0.0001,2880.2310643974843
325,176.9237043520885,470.6055542155551,448.8755767565556,0.00418,0.0001,2850.8254161583322
326,174.99595685869298,480.84402560579844,458.3322401849916,0.004105999999999999,0.0001,2821.808945299407
327,173.09683877711723,491.47875582599886,466.16102950117136,0.004032,0.0001,2793.1753309407572
328,171.22583312512978,502.1134860461992,473.9898188173511,0.003958,0.0001,2764.918373754357
329,169.3824338305365,512.1377634743036,480.2549922099163,0.003884,0.0001,2737.0319932655702
330,167.56614546837434,522.162040902408,486.52016560248154,0.0038099999999999996,0.0001,2709.510225222488
331,165.7764830052117,531.4045103687049,492.7746292969398,0.0037359999999999997,0.0001,2682.3472190312436
332,164.01297155034203,540.646979835002,499.029092991398,0.003662,0.0001,2655.537235255443
333,162.27514611366425,547.4476381329146,505.2942663839632,0.003588,0.0001,2629.0746431779335
334,160.562551370052,554.2482964308273,511.5594397765284,0.0035139999999999998,0.0001,2602.9539184231644
335,158.87474143001768,558.1680459379706,522.9652682604292,0.00344,0.0001,2577.16964063847
336,157.21127961648563,562.087795445114,534.3710967443299,0.003366,0.0001,2551.7164912326325
337,155.5717382474943,566.0610934427921,546.9121532275672,0.003292,0.0001,2526.5892511701527
338,153.95569842465204,570.0343914404702,559.4532097108046,0.003218,0.0001,2501.782798819692
339,152.36274982717867,573.8684633627579,570.1521981196466,0.003144,0.0001,2477.2921078552
340,150.79249051136836,577.7025352850457,580.8511865284887,0.00307,0.0001,2453.112245208293
